pat_len,txt_len,naive,RK,BM,KMP,python

1000,1001,77088.80000000016,190890.69999999995,99970.80000000009,263192.1999999997,2000.499999999999

1000,1002,79100.19999999995,190751.39999999988,108073.29999999999,263203.4999999999,5011.2

1000,1003,77221.40000000005,189675.20000000007,109223.20000000007,261848.90000000008,3006.4999999999977

1000,1004,77897.49999999999,198143.50000000003,107100.70000000003,266999.8000000001,1000.2999999999979

1000,1005,74061.19999999991,192103.59999999986,107170.89999999995,268803.0000000001,3011.7

1000,1006,79885.29999999999,192092.20000000007,111809.29999999997,265359.70000000024,4020.3999999999955

1000,1007,75192.19999999991,197867.4,107006.0000000001,263073.7,5001.300000000003

1000,1008,73030.70000000013,194026.09999999998,113074.50000000006,266019.59999999986,6007.299999999997

1000,1009,80167.20000000016,195909.40000000017,109083.00000000003,265974.40000000014,2000.4000000000012

1000,1010,81835.1999999999,197636.7,110045.00000000001,254469.20000000013,4000.4999999999955

1000,1011,84870.10000000011,191874.40000000008,114200.39999999992,255206.29999999993,4005.899999999999

1000,1012,76200.80000000013,202309.69999999992,106828.0000000001,260801.70000000013,2006.5999999999995

1000,1013,76062.50000000004,197590.80000000013,107798.99999999999,257634.2000000001,8069.800000000008

1000,1014,80013.99999999993,191100.70000000013,118227.39999999997,259800.49999999994,1000.2999999999993

1000,1015,78095.90000000005,197794.69999999978,107009.50000000006,266239.7000000001,3000.4000000000015

1000,1016,82005.20000000022,193926.5000000001,114035.69999999998,264191.00000000006,2989.899999999994

1000,1017,78959.30000000008,197151.20000000004,109215.59999999995,260823.89999999997,5001.0999999999985

1000,1018,75069.89999999998,203671.59999999995,102960.1999999999,273445.89999999927,1000.2000000000004

1000,1019,77248.79999999999,202893.8000000001,104959.59999999993,265044.3000000001,6007.700000000002

1000,1020,78065.89999999985,200103.50000000006,103103.49999999993,269987.10000000044,5989.300000000008

1000,1021,76099.80000000002,198986.0999999999,111346.6,267724.19999999984,2995.9000000000087

1000,1022,76429.10000000011,222055.09999999995,108059.29999999996,272580.59999999974,3006.2999999999984

1000,1023,80152.39999999998,187929.0999999997,117104.7,263986.10000000003,2005.4000000000003

1000,1024,79955.5999999999,196280.2,112803.50000000007,259115.90000000026,4991.699999999997

1000,1025,73072.39999999994,206063.29999999993,102009.39999999997,272992.8000000003,5005.8

1000,1026,81022.90000000011,195141.4999999999,118764.7999999999,258200.40000000005,2005.9000000000042

1000,1027,91690.70000000001,178147.19999999984,128161.09999999993,261153.89999999967,3001.2999999999993

1000,1028,68000.89999999998,221163.40000000002,94846.69999999987,276126.9999999999,1010.9999999999982

1000,1029,83138.09999999998,209916.89999999997,95820.99999999997,270267.3000000003,3001.0

1000,1030,138993.69999999992,129893.69999999995,186996.4999999999,202285.29999999993,4995.699999999994

1000,1031,108811.39999999998,168622.4,145587.00000000015,234122.49999999994,3000.2999999999997

1000,1032,85041.40000000001,199089.40000000014,109020.40000000007,267997.70000000024,1000.0999999999997

1000,1033,75105.59999999987,207855.1000000002,110197.10000000005,260951.49999999962,2010.9999999999982

