pat_len,txt_len,naive,RK,BM,KMP,python

256,257,13011.499999999996,45371.59999999998,21985.99999999998,56645.20000000005,2017.0999999999997

256,258,14992.100000000006,37020.30000000004,21015.999999999956,63999.40000000003,0.0

256,259,18000.29999999999,40945.69999999996,22087.89999999998,59014.59999999993,1000.2000000000002

256,260,14004.3,40009.60000000006,19002.50000000002,65995.9999999999,2000.2999999999984

256,261,12973.099999999995,71247.49999999994,16988.500000000007,38851.10000000002,1994.3000000000002

256,262,11036.19999999999,35994.99999999993,16999.699999999986,73999.99999999984,1000.2000000000004

256,263,16006.70000000001,40009.40000000003,20972.099999999984,59037.800000000054,1983.499999999998

256,264,16022.100000000015,41026.399999999965,22999.500000000015,57998.10000000001,1000.2000000000015

256,265,17011.09999999998,19013.699999999997,23006.399999999987,80025.70000000013,0.0

256,266,13014.999999999995,49989.19999999993,19033.799999999952,58006.899999999994,0.0

256,267,19999.299999999992,31138.100000000028,20019.999999999996,69014.79999999981,1006.4000000000002

256,268,29057.9,24000.900000000005,21978.59999999998,68968.49999999996,0.0

256,269,20019.3,39842.30000000003,16133.399999999983,66048.50000000001,5005.599999999995

256,270,9985.700000000003,47028.39999999992,22011.099999999973,62671.59999999997,3330.2000000000035

256,271,13992.7,42031.50000000003,16003.300000000023,71017.69999999997,0.0

256,272,25078.69999999998,47121.100000000035,20937.20000000003,52885.099999999955,1000.1999999999999

256,273,13998.699999999999,36903.90000000001,22022.099999999988,67095.19999999994,2017.9999999999966

256,274,10012.8,46026.69999999994,23959.50000000002,64024.50000000001,1000.2999999999975

256,275,13939.500000000013,42045.200000000004,24982.7,64052.500000000015,0.0

256,276,13013.200000000006,39024.500000000095,25047.39999999999,64940.69999999993,0.0

256,277,18015.8,41039.09999999998,28023.80000000003,54981.19999999995,0.0

256,278,13966.300000000012,40758.49999999997,27001.500000000015,62216.49999999999,0.0

256,279,15992.499999999993,46003.69999999998,22359.5,64677.700000000055,1000.2000000000011

256,280,17997.10000000002,44026.30000000005,22962.999999999993,61035.69999999999,0.0

256,281,13882.00000000002,45005.900000000016,19120.699999999975,68034.40000000005,1000.2000000000011

