len,naive,RK,BM,KMP,python
63,49843.14000000004,40070.28999999987,15824.560000000003,35174.630000000034,1562.5599999999997
64,57541.16999999988,35559.020000000004,15626.069999999945,32152.68999999996,0.0
65,53110.68000000003,37519.019999999946,17207.330000000013,31254.55000000006,0.0
66,50003.44000000003,48438.62999999988,17188.559999999925,29691.61999999996,0.0
67,46876.080000000075,40628.70999999999,28127.890000000018,25001.639999999974,0.0
68,46876.45999999997,37501.920000000086,26564.400000000038,32814.96000000008,0.0
69,50005.05999999993,40634.38999999988,15619.099999999997,37502.9300000001,0.0
70,57814.54000000003,46877.62000000008,12501.29999999994,26562.890000000072,0.0
71,56254.68000000011,42198.260000000024,17184.820000000058,31247.070000000087,0.0
72,57814.54,39061.579999999965,12501.309999999947,35946.74000000005,0.0
73,56253.3099999998,37482.75000000017,17207.329999999867,35939.87999999998,0.0
74,46876.93999999989,43752.86999999984,20313.689999999882,34378.699999999975,1562.5999999999922
75,53130.729999999974,37500.529999999904,23440.410000000047,37501.10999999989,0.0
76,51564.95000000005,42191.249999999935,15626.05,40627.70000000001,0.0
77,43752.01000000001,42188.260000000155,29692.519999999913,34378.65999999979,0.0
78,45315.990000000056,48441.52999999995,18751.230000000047,37501.75999999976,0.0
79,51567.08999999993,48439.000000000044,23437.760000000002,26564.33000000005,0.0
80,62519.13999999969,35938.63999999966,23440.350000000162,26583.739999999932,0.0
81,54691.54999999987,46878.210000000094,21878.000000000076,28124.900000000056,1562.6100000000104
82,67216.01999999968,39066.12000000015,17164.620000000126,26563.810000000034,0.0
83,58324.00000000018,30491.85999999998,27039.09999999998,36146.430000000146,0.0
84,45315.79999999974,29689.65999999996,31254.929999999924,46876.67999999979,0.0
85,39799.50999999992,43393.070000000116,30388.469999999914,38210.99,0.0
86,48454.490000000034,39066.199999999786,23440.080000000027,42218.0899999999,1562.6200000000047
87,57816.3199999999,34376.130000000136,15626.019999999942,42190.26000000004,1562.5600000000036
88,53128.76000000021,51580.70999999996,20313.74000000006,31255.270000000008,0.0
89,57817.66999999997,53127.21000000024,23439.11,20313.87999999997,1562.6599999999976
90,62503.06999999983,28126.899999999958,21876.820000000094,40627.36999999985,0.0
91,51565.88999999998,34378.94000000013,34375.4999999999,35940.050000000105,1562.6799999999996
92,46876.719999999885,39064.380000000005,31251.809999999976,35942.40000000007,1562.590000000011
93,60940.89000000003,34376.92999999992,29689.360000000015,29690.610000000095,1562.5999999999922
94,49987.31000000008,42190.25999999985,34394.46999999983,29689.799999999883,1562.6200000000017
95,59380.43999999982,29686.690000000082,32815.74000000001,34378.200000000026,0.0
96,59379.8699999999,43731.77999999999,15647.870000000014,39063.07000000014,0.0
97,51564.73000000008,45317.200000000055,28127.009999999922,31252.050000000017,0.0
98,62505.69999999996,37503.47000000023,17186.710000000032,43750.54000000006,0.0
99,65631.4399999995,26561.81999999996,20315.779999999944,46876.58999999973,0.0
100,42191.65999999985,53128.71999999994,23467.74000000006,40748.56000000001,0.0
101,40624.93000000012,45315.65999999992,35941.469999999994,37544.91000000015,0.0
102,54690.29999999987,34378.37000000002,32813.15000000012,34377.22000000005,3125.200000000002
103,51567.06999999999,50002.48999999987,32816.72000000007,28149.46000000002,0.0
104,62534.220000000154,31250.200000000015,32814.520000000084,35913.36000000013,0.0
105,48441.91999999988,42199.09000000009,26562.409999999963,40627.7800000001,3125.1699999999973
106,51563.88000000009,37503.74000000003,29690.560000000027,42190.140000000036,1562.5900000000147
107,47411.28000000005,37985.52000000008,32802.88999999996,45726.200000000215,0.0
108,57811.60999999984,48439.43999999992,23444.09999999996,34377.3,0.0
109,39066.390000000036,40628.15999999992,34373.50999999997,48442.87999999997,0.0
110,46878.619999999835,51572.379999999954,26538.269999999982,39084.14999999987,0.0
111,55572.82999999994,30572.49999999998,35850.80000000022,44169.969999999994,0.0
112,60939.46999999998,43756.270000000106,21876.3299999999,39065.42000000018,0.0
113,39064.84999999997,46878.689999999944,34375.13000000007,48440.79999999999,0.0
114,54789.760000000046,42460.14999999992,19551.03999999995,45716.24999999999,1564.3199999999983
115,59378.52999999983,46878.450000000164,25001.68999999988,39065.270000000186,0.0
116,46877.9699999999,42193.02999999992,28127.03000000001,50003.08999999987,0.0
117,40692.95000000024,44360.870000000206,39764.77999999987,42150.46000000017,0.0
118,48446.48999999995,48438.230000000214,39061.719999999885,32813.080000000016,0.0
119,51563.74000000018,35962.54000000008,35898.51000000013,48462.55000000009,0.0
120,50096.18999999997,26559.729999999956,35972.59000000003,56282.180000000015,0.0
121,50007.80999999994,42196.63999999996,24997.359999999964,54686.61000000036,0.0
122,39105.589999999895,64060.35999999978,25010.990000000023,42189.71999999995,1564.4300000000057
123,45314.78000000006,34379.18,35939.88000000006,54689.86999999988,0.0
124,53152.9799999999,46878.68000000007,25008.12000000007,43721.66999999995,1562.4799999999984
125,62505.87999999994,39062.98000000021,32811.58,32818.5399999999,3125.220000000025
126,46878.299999999785,42146.49999999984,43793.55000000021,35942.99999999989,0.0
127,50003.15000000019,43756.31999999982,34379.150000000045,42184.03000000005,1562.6100000000106
128,48457.86000000021,59389.580000000075,29665.970000000027,37474.08000000012,0.0
129,39028.34000000004,46895.09000000012,26576.579999999933,60951.04,0.0
130,60942.94000000012,43755.749999999985,34371.7500000001,32816.58000000019,3123.90000000001
131,42191.18,46881.90999999994,37498.84000000016,46877.18999999996,0.0
132,42188.570000000065,51563.90999999999,35943.53999999984,46879.149999999805,0.0
133,51559.14999999968,48449.12000000018,34374.209999999934,40624.3200000002,1568.1500000000085
134,51569.1400000001,34378.70000000005,42188.499999999825,45314.02000000019,0.0
135,56323.37999999986,45365.07999999991,40936.119999999944,34260.82999999982,100.01999999999985
136,53130.78999999991,34376.78000000009,40627.829999999965,48438.44000000015,0.0
137,23439.15999999999,57816.96999999997,39065.05999999997,53126.58000000025,1562.6100000000074
138,45758.94999999987,46879.71999999988,35950.45000000007,48440.969999999885,0.0
139,42190.1,34376.98000000006,35943.72999999998,64064.17999999997,0.0
140,34378.500000000255,35941.35000000005,46876.76000000009,57816.35999999995,0.0
141,39066.920000000224,54687.72000000015,37502.8200000001,46878.21999999988,1562.510000000001
142,53125.61000000002,45316.82000000009,45316.83999999998,34379.03999999999,0.0
143,39092.31000000017,42144.32999999975,39046.379999999845,53165.880000000005,1562.6300000000012
144,46839.06000000018,35960.15000000009,42186.25000000012,50024.79000000009,3125.189999999995
145,42976.75999999973,51220.230000000134,41333.68999999999,38639.250000000204,1562.5500000000009
146,42814.220000000045,47060.0099999999,29691.54000000002,57814.33000000022,0.0
147,39872.78999999983,57188.189999999886,26966.350000000064,51971.540000000175,0.0
148,39799.83999999985,45963.47000000012,53403.99000000031,42629.1000000002,0.0
149,37504.18000000005,57817.9800000001,31251.769999999953,53127.08999999992,1562.5999999999942
150,54770.69000000038,48826.690000000046,38635.07000000002,40472.33999999997,0.0
151,42190.26999999997,54690.97999999976,40628.12999999998,45315.92999999977,1562.8300000000033
152,42193.59999999987,53126.75999999984,43749.569999999956,42191.17999999993,0.0
153,65627.53999999951,40629.6800000001,20313.679999999928,53127.369999999806,1562.560000000003
154,62504.32000000001,17188.67999999999,39066.770000000026,57814.54000000013,3125.2000000000025
155,46894.42999999983,64050.92999999989,32814.4800000002,40628.900000000045,0.0
156,46876.36999999998,45317.91999999992,50000.83999999991,40628.36000000007,0.0
157,51564.219999999914,54691.41000000027,37503.850000000086,39065.30000000025,0.0
158,44869.610000000044,47875.05999999993,45457.54999999989,49922.42999999995,1369.450000000006
159,54682.819999999854,39810.22000000014,41010.459999999825,51067.700000000004,14.780000000000125
160,42188.970000000285,57820.38000000014,37502.02000000013,46877.37999999997,0.0
161,37502.89999999991,51564.040000000015,45313.900000000045,50006.949999999975,0.0
162,37503.12000000018,45318.159999999916,45300.56999999996,54704.12999999994,1562.5699999999958
163,51565.080000000075,35933.28000000003,31252.440000000013,62512.01000000009,1562.630000000005
164,56266.66999999961,45303.24999999987,40630.68000000006,43749.349999999875,0.0
165,56252.43000000005,43752.509999999995,34381.06000000021,53126.6,0.0
166,39655.95000000006,50486.979999999894,39972.12999999991,54186.520000000055,200.51000000000064
167,48439.06,42193.11000000017,39066.64000000026,56249.750000000175,3126.589999999999
168,46879.90999999998,51563.38999999993,48441.310000000114,37502.63000000003,1561.379999999991
169,61944.49000000011,43171.90000000006,33412.36999999995,50245.54999999994,0.0
170,66056.17999999973,34672.609999999906,41037.23000000004,47480.40999999996,0.0
171,54650.940000000024,42189.84000000006,37504.26000000008,56290.49000000003,0.0
172,40627.179999999855,43753.57999999978,35941.12999999992,67190.66000000027,1562.6299999999999
173,54695.53000000011,39065.14999999986,46879.170000000064,46874.07000000014,0.0
174,40628.639999999876,51566.68999999981,48439.81999999991,51563.9199999999,0.0
175,43727.28000000001,50003.75999999985,39068.389999999934,56277.07000000016,1562.620000000003
176,50764.320000000065,44193.50999999999,33005.64,61057.069999999716,0.0
177,48553.450000000004,46888.87,37521.97000000008,57824.16999999992,1562.5799999999924
178,39047.19999999987,40660.60999999988,46879.589999999924,62485.99999999983,0.0
179,46877.709999999985,56250.52000000038,53129.439999999864,34378.64999999997,1562.5700000000097
180,50006.17999999977,39064.93000000008,51564.27000000009,48439.89,0.0
181,45315.39000000013,51564.64999999997,40628.95999999988,53129.959999999985,0.0
182,45370.490000000245,56255.48999999985,42132.22999999995,45315.479999999916,1562.1599999999992
183,43777.60999999983,39062.19000000015,53105.2500000002,59380.519999999975,0.0
184,43837.54000000009,43745.65,51584.42999999997,54690.49000000015,0.0
185,32062.440000000006,57006.37999999988,39705.86999999998,64432.94999999967,1562.599999999999
186,34378.23000000005,46877.5500000001,48438.66999999972,57924.30999999982,0.0
187,46889.729999999916,56242.05999999999,37534.85000000006,52035.860000000066,0.0
188,49234.50000000002,60050.87999999983,34681.40999999993,48402.779999999904,0.0
189,37908.53999999997,41489.54000000003,43241.40999999993,70533.4999999999,1563.230000000011
190,37441.44999999992,57954.97999999994,50238.78000000005,51692.07999999988,99.98999999999964
191,51596.6599999999,39283.689999999886,46872.27000000004,60978.11000000004,0.0
192,48446.24000000007,53130.8400000001,32808.15000000018,60940.19999999992,0.0
193,39334.79000000016,53240.240000000136,39361.89999999973,58437.82000000007,1562.5999999999915
194,42657.480000000214,52788.829999999834,54472.55000000004,48342.7899999998,0.0
195,39895.00999999993,51622.20999999989,44154.59999999991,61261.029999999904,1562.5600000000036
196,49478.42000000014,50305.81999999992,45946.990000000136,55447.300000000156,0.0
197,46196.58999999985,41163.47000000019,53796.14999999983,58353.04999999983,0.0
198,42497.31,50132.620000000024,43683.230000000185,62109.789999999906,0.0
199,52896.66999999988,47114.39000000008,42619.41000000023,71413.61999999978,1562.4699999999923
200,46879.71999999995,51561.16999999977,37496.28999999979,60950.95000000001,0.0
201,51460.609999999906,46793.249999999935,44731.919999999845,55679.82000000011,0.0
202,42190.98000000003,57815.1299999999,31249.539999999957,65632.13999999993,1562.590000000002
203,54697.060000000005,45314.09999999997,40627.280000000006,54686.95999999996,0.0
204,25003.539999999983,51569.68000000004,64063.36999999998,57814.67999999982,1562.5900000000147
205,42546.51000000003,45715.929999999804,39667.4699999999,69014.50999999992,1562.6200000000008
206,45326.64999999999,62504.830000000045,46919.78999999983,42135.4099999998,0.0
207,40625.89999999991,35939.089999999975,53104.090000000084,70343.6200000002,0.0
208,40623.09999999996,51561.96999999996,45318.2,60945.56999999988,1563.4999999999995
209,48677.27000000014,60013.33000000006,39912.65999999992,57322.580000000096,0.0
210,54073.08000000006,55762.12000000022,48330.59000000013,44300.09000000007,0.0
211,35277.6900000001,52835.54000000001,48536.8899999999,80436.97999999973,1958.8000000000045
212,45119.53000000005,53121.300000000134,48645.949999999866,55590.94000000002,1561.4699999999937
213,43754.88000000005,57812.910000000105,40622.649999999805,57822.7299999998,1562.5600000000036
214,39060.199999999975,59381.90999999997,46876.85000000002,56257.98999999997,0.0
215,56252.110000000015,53131.899999999776,51567.289999999884,40624.60000000001,0.0
216,34367.789999999986,66258.47000000044,46886.87000000017,53131.570000000196,0.0
217,38000.370000000104,52144.78,44605.16000000004,67588.32999999999,1596.3800000000092
218,28633.419999999925,76191.8000000001,45426.969999999856,54501.45000000001,0.0
219,37500.52000000006,53127.87000000018,53128.75000000013,57829.35999999999,0.0
220,40628.89000000002,47105.499999999985,50299.44999999984,66670.86000000013,1562.570000000012
221,45315.3300000002,46881.00000000007,40627.589999999924,70314.15000000017,1562.5999999999947
222,39064.99000000004,54691.370000000046,51564.02000000004,57818.7499999999,1562.5999999999954
223,37516.17000000013,53086.810000000034,45302.190000000126,68794.18999999999,1562.610000000002
224,34363.38999999998,56254.80000000009,46875.790000000045,65625.76000000034,0.0
225,34372.50000000014,53133.080000000016,51564.60999999997,65632.4400000002,0.0
226,45354.2999999999,59399.55000000001,39065.51999999984,60880.09000000027,0.0
227,37503.57000000002,59378.439999999944,40628.789999999986,70317.46999999983,0.0
228,34389.50999999989,57998.24999999998,56244.00000000015,56253.869999999944,0.0
229,46501.72000000014,63060.70999999986,36343.15999999998,59160.93999999999,99.74999999999945
230,45919.24,51681.8400000001,33701.819999999854,75175.24999999985,1662.1199999999992
231,38096.439999999995,72559.00999999985,46026.31000000011,49264.650000000045,0.0
232,44317.199999999946,57025.28000000005,48529.629999999976,57986.86999999985,1562.5900000000022
233,42867.81000000008,50678.30000000013,47779.77000000009,62899.1099999998,0.0
234,33013.969999999776,53131.38000000003,39405.980000000105,76792.11000000006,0.0
235,34377.3299999996,54692.19999999986,54689.479999999756,62504.31999999968,0.0
236,40627.74999999998,59365.170000000195,48440.14999999966,56266.800000000156,0.0
237,39064.35999999995,46877.849999999904,46879.309999999976,71879.69999999984,0.0
238,45314.0600000001,51565.8500000002,37501.00999999998,71882.87999999979,0.0
239,48441.04999999999,57816.28999999988,32814.82000000016,64067.82000000018,0.0
240,40627.66999999994,56253.869999999864,35939.79000000026,73442.50000000001,1562.6200000000078
241,46878.220000000045,45314.11,46879.83999999992,64066.51999999984,1562.640000000001
242,40626.96999999977,54689.73000000007,45315.76999999995,62504.8100000001,0.0
243,34378.31000000007,57814.34999999991,45336.67999999998,67173.73000000007,0.0
244,32813.03000000002,62504.1799999999,40627.60000000013,67191.79000000015,0.0
245,48443.48,42189.049999999974,60940.15999999988,56255.12000000003,0.0
246,45315.40999999976,60940.279999999824,35940.36999999992,65628.9899999998,0.0
247,40627.26000000014,48441.92000000013,53129.70000000003,60939.77999999998,1562.5700000000072
248,54692.78000000025,45315.24999999995,45315.570000000036,56253.759999999915,1562.6100000000124
249,42190.370000000075,56252.32999999983,35940.050000000214,68754.54999999986,3125.130000000019
250,28126.890000000043,79692.70999999983,48442.17999999996,51569.64999999993,1562.5700000000072
251,45672.52000000007,47171.629999999874,57899.089999999946,57276.140000000174,0.0
252,36291.350000000195,61038.940000000344,45915.95999999997,64290.33000000011,0.0
253,35940.080000000125,54689.51999999996,53128.49999999995,64066.50999999971,0.0
254,46877.88999999982,53128.85999999997,43752.769999999844,60941.579999999805,0.0
255,35939.67999999989,45318.71999999995,46878.02000000005,79690.01000000029,0.0
256,34377.30999999983,54691.34999999998,43754.45000000013,78128.55000000018,0.0
257,43752.710000000145,50003.31000000023,45315.690000000075,71879.96999999974,3125.209999999992
258,42189.91000000018,57815.17000000016,40629.210000000094,70318.68999999968,0.0
259,37502.7600000001,39065.04999999982,62504.180000000044,71878.30999999984,0.0
260,40630.10999999993,43753.60999999993,45314.579999999776,84378.44000000003,0.0
261,31687.070000000083,45714.380000000005,39364.07000000001,98959.97999999976,0.0
262,48442.4899999999,43754.37999999974,48437.65,76567.3799999999,0.0
263,42188.50999999995,57815.269999999946,40627.97000000003,76570.35999999987,0.0
264,50002.62000000009,45315.52999999996,53130.819999999956,70317.56999999975,0.0
265,54716.43000000008,57798.02000000002,34374.90999999985,68749.59999999987,0.0
266,45295.83999999993,35941.359999999964,54707.79999999996,81256.2399999999,0.0
267,50003.31000000001,50003.33999999998,45315.29999999986,73444.03000000014,0.0
268,48433.489999999874,53128.500000000065,53128.469999999936,62511.549999999894,1561.2299999999993
269,34378.77999999984,53128.85000000013,48440.7699999998,84380.25000000015,0.0
270,34376.58000000001,50003.330000000125,60942.57000000021,73440.81000000006,1562.5999999999938
271,43751.629999999896,65631.13000000024,54691.140000000094,57816.02999999988,0.0
272,45315.54000000003,68755.29999999992,42191.229999999894,62502.58000000046,0.0
273,48438.84999999998,60941.870000000206,40629.25999999996,70317.2700000004,0.0
274,35940.10999999987,60940.74999999986,51565.940000000264,73444.41999999998,0.0
275,40627.60000000004,59378.61999999981,48440.91000000006,71878.80000000009,0.0
276,43752.76000000008,62502.92000000004,46878.85000000011,67192.75000000004,0.0
277,37485.109999999615,65629.58000000013,51567.999999999956,65644.69000000002,0.0
278,50003.499999999956,60941.489999999954,43752.689999999835,67192.2299999999,0.0
279,53128.56000000014,48439.120000000185,39065.93999999998,79695.02000000038,0.0
280,42189.85000000017,59378.96999999986,48440.63000000006,71879.06999999966,0.0
281,34375.81999999998,50003.34999999994,59380.50000000002,76567.55999999995,3125.2500000000005
282,50004.459999999905,62501.61999999997,45316.76000000008,65629.63999999987,0.0
283,45315.309999999874,51566.169999999955,53128.73999999996,71881.01000000004,0.0
284,45315.52,45315.05000000001,54689.929999999986,76569.4799999999,1562.5600000000036
285,42190.08999999992,48441.89000000007,39065.0400000002,92192.85000000025,0.0
286,50003.2999999996,40627.66000000001,50001.49000000008,81256.09000000004,0.0
287,40611.63000000009,67193.79000000005,51565.70999999997,64067.07999999976,1562.6200000000035
288,48440.6700000001,65627.74000000009,37502.490000000165,71880.20999999974,0.0
289,34378.810000000034,53128.810000000085,43753.10999999989,93754.39999999967,0.0
290,39064.97999999998,57817.74999999964,57814.97000000022,70317.34000000019,0.0
291,36624.21999999981,57082.33999999989,55291.76999999998,77817.88999999993,0.0
292,46877.849999999984,53128.669999999736,48441.45000000007,75003.99999999978,3126.669999999992
293,40627.7299999999,53129.29000000013,48439.53,82819.46000000054,0.0
294,48438.05000000019,75004.0199999999,35939.77000000003,59380.91000000033,0.0
295,51566.21999999995,59378.75999999976,37502.439999999995,76568.97000000025,0.0
296,23421.95000000001,68753.38000000008,46878.839999999866,89084.80999999997,0.0
297,43753.339999999895,64064.880000000114,51566.00000000022,67193.42000000029,1562.6100000000104
298,46878.12000000019,50002.190000000046,45315.6400000001,81256.5599999999,0.0
299,42190.65999999985,67191.91,57815.84999999994,59379.25000000001,0.0
300,39065.309999999765,64067.400000000096,48440.65999999998,76567.05999999985,0.0
301,46876.91999999987,56253.389999999934,40627.4600000002,81257.1800000001,0.0
302,31253.210000000057,56251.65999999987,51567.87999999987,84379.58999999949,0.0
303,37502.82999999982,60941.490000000376,62505.61999999997,65629.09000000019,0.0
304,43753.179999999986,62504.389999999985,46876.390000000065,71879.87999999974,1562.610000000002
305,37501.10999999994,70316.82000000021,45316.02999999984,70319.80000000022,0.0
306,35955.720000000016,67140.79000000023,45334.249999999825,78146.89000000007,0.0
307,39065.25999999994,57814.69999999992,48440.209999999905,82820.09999999985,0.0
308,32814.710000000014,60944.12999999999,48439.529999999904,89067.1799999998,0.0
309,46879.60000000012,51565.69000000003,46874.51999999999,81257.81999999976,1562.5799999999938
310,45315.48999999998,60941.510000000024,35938.88999999998,82820.58999999994,1562.6200000000017
311,31533.550000000127,89230.02999999946,36966.05999999997,75027.81000000007,0.0
312,39087.97000000005,68775.91999999987,45312.3999999999,76449.01000000001,3124.6400000000035
313,31259.53000000011,51563.30000000007,50014.50999999981,98444.77000000015,0.0
314,47324.30000000025,50151.229999999945,55449.55000000002,91365.20000000011,1562.8999999999985
315,40047.63999999989,73264.75000000012,43698.77000000022,77713.6599999998,407.06000000000023
316,49970.7099999996,62507.70000000029,42210.870000000155,76575.84999999983,0.0
317,46126.719999999994,59853.50000000003,46988.29999999997,80047.85999999988,100.0300000000002
318,39064.669999999904,68756.39000000014,43751.88000000019,79692.49000000025,0.0
319,45726.14999999985,65650.32000000031,46880.76000000005,73402.30999999966,0.0
320,45921.07000000003,50843.79000000022,39342.450000000084,91756.16999999958,1562.5999999999885
321,32812.02999999993,71878.97000000029,45311.94000000023,82825.15999999997,0.0
322,48738.860000000095,58415.86999999981,47077.510000000024,78683.20000000001,0.0
323,32789.999999999985,71852.89999999979,45297.46999999996,81327.91000000003,0.0
324,40626.4999999998,73433.01999999989,31255.399999999827,82825.0700000001,1563.709999999995
325,40627.70999999991,70318.48999999947,46878.53999999994,75003.37000000002,0.0
326,31252.119999999915,76566.60000000028,35962.789999999906,90608.80999999998,1562.6099999999985
327,31460.18000000002,68959.89000000036,57072.65999999995,75379.23000000005,1562.630000000004
328,35475.88000000003,55395.430000000044,52058.929999999906,91641.00000000026,0.0
329,39772.37999999996,69753.67999999992,40049.80999999994,86524.10999999967,0.0
330,39063.32999999995,56252.6700000001,42188.82999999995,96885.79999999981,0.0
331,49917.649999999885,64212.11999999994,26861.220000000016,92196.25000000038,0.0
332,40216.49000000018,60870.42999999985,54226.639999999985,88811.76999999989,0.0
333,36649.46999999996,64532.12000000013,42195.2000000001,93618.94999999988,0.0
334,42213.319999999825,62504.18999999997,40825.02000000004,90616.28999999972,0.0
335,32354.839999999986,91321.57000000037,45254.15999999992,69700.99999999991,0.0
336,23235.250000000022,68338.34000000003,49241.50999999993,90503.98999999971,1562.6299999999999
337,36123.5199999999,59400.73999999993,57975.90000000017,81337.19000000022,0.0
338,35040.919999999955,57776.60000000012,46414.299999999945,99475.9700000002,1872.2000000000062
339,44067.170000000144,73858.68000000015,34940.91000000014,82632.53000000019,78.80000000000035
340,31013.61000000001,80278.39999999978,38509.219999999994,88659.82999999962,3163.030000000026
341,38938.41000000019,66798.50000000051,49561.140000000094,109555.08999999998,100.08999999999955
342,48573.88000000009,88423.26000000004,59576.53000000012,124359.62999999996,411.78999999999996
343,60209.3,86704.0199999996,50590.91000000013,101734.91999999987,1562.6599999999953
344,55359.02999999986,113224.71999999991,67129.00999999975,149775.90000000052,3004.09
345,42854.319999999854,65175.159999999734,54139.04000000001,84037.35000000046,498.1400000000032
346,37502.21000000007,51614.31999999978,54734.93999999987,95386.73000000007,0.0
347,26597.30999999996,66747.18000000014,54808.97000000016,94719.40999999992,0.0
348,37397.12000000016,65779.67999999992,50336.229999999814,91196.25999999943,0.0
349,40660.910000000076,68752.0699999998,46858.940000000046,85197.97000000013,0.0
350,35926.780000000086,76652.29000000002,35922.03999999998,92214.62999999958,0.0
351,41094.680000000015,81322.38999999997,54771.389999999985,92879.90999999944,2122.6599999999985
352,38733.42000000009,77120.91000000034,40818.360000000175,97999.9399999998,0.0
353,45328.319999999985,65607.94999999972,51565.06999999995,81264.93999999992,1562.6400000000006
354,31349.349999999828,76700.5,54458.029999999766,81282.78000000013,1588.750000000009
