pat_len,txt_len,naive,RK,BM,KMP,python

1000,1001,72036.09999999993,215841.39999999988,79063.6000000001,296219.59999999974,1000.2000000000008

1000,1002,74793.09999999998,194352.7999999998,111964.00000000012,283023.6000000001,1000.2000000000008

1000,1003,33959.0,265801.69999999984,58406.900000000045,305112.60000000027,6014.399999999999

1000,1004,72035.3,187103.60000000018,112868.1,287536.10000000027,1983.4000000000053

1000,1005,59292.299999999916,216859.9999999998,93451.29999999996,291716.2,4011.800000000002

1000,1006,76332.7999999999,198823.3000000001,110312.29999999994,279931.59999999974,0.0

1000,1007,67907.0,266022.1000000001,23000.899999999994,310224.9000000004,0.0

1000,1008,76048.80000000002,205053.5,107218.60000000012,284325.9999999998,2000.5000000000018

1000,1009,81975.79999999987,180905.69999999992,128064.40000000008,268204.5999999996,9001.200000000006

1000,1010,61807.29999999995,181174.5000000001,138060.5999999999,281108.39999999956,8002.599999999986

1000,1011,47178.09999999997,247783.09999999998,65982.00000000007,303201.3999999999,2000.599999999998

1000,1012,122082.09999999999,169223.39999999997,133746.50000000015,245554.70000000016,1000.2999999999981

1000,1013,122910.40000000002,154160.20000000024,120907.89999999988,266192.69999999995,3990.3

1000,1014,85993.4000000001,193695.00000000003,109109.09999999989,274109.69999999966,4144.200000000005

1000,1015,79058.4,191256.79999999976,122035.50000000009,278402.59999999986,2000.3000000000015

1000,1016,89329.50000000006,192794.29999999987,108790.19999999994,279242.2000000002,1000.4000000000016

1000,1017,88926.90000000002,181798.40000000002,123141.20000000011,274268.0000000001,2000.1000000000001

1000,1018,72803.30000000005,198633.9000000001,104973.40000000013,292327.90000000014,1000.2999999999975

1000,1019,75240.30000000005,199949.79999999993,102870.99999999999,292090.40000000014,6016.699999999994

1000,1020,66004.19999999998,230686.09999999998,73061.69999999997,303909.8000000002,0.0

1000,1021,81022.79999999996,199038.19999999984,110042.8999999998,283041.5000000001,6001.600000000003

1000,1022,105736.2,174979.4000000001,121967.20000000001,273490.2999999995,990.3000000000006

1000,1023,76960.10000000002,202993.70000000048,99225.80000000003,284969.7999999997,3005.599999999999

1000,1024,89101.90000000008,189182.9999999998,115297.29999999999,284108.49999999977,5012.000000000002

1000,1025,77045.39999999983,199197.60000000006,111867.00000000009,276043.30000000016,3001.4000000000015

1000,1026,88919.19999999995,194011.29999999993,117019.59999999998,278214.20000000036,999.6000000000001

1000,1027,73080.70000000013,203339.7000000001,105692.30000000008,283520.50000000023,4997.300000000001

1000,1028,85020.30000000012,199631.60000000015,101333.69999999991,292183.60000000003,0.0

1000,1029,76981.49999999993,203212.79999999984,114940.8,278044.4000000005,2967.9999999999995

1000,1030,83964.49999999996,203980.09999999992,110932.30000000003,278883.9999999995,0.0

1000,1031,86902.90000000002,192913.59999999992,110006.00000000009,283333.90000000026,3000.6

1000,1032,76957.79999999987,202982.30000000002,109033.99999999999,289184.79999999946,2000.2999999999993

1000,1033,70967.89999999989,207119.70000000013,102665.20000000008,298022.60000000003,2000.4999999999986

1000,1034,81854.80000000003,196964.0,119905.19999999995,276406.20000000007,1011.1999999999997

1000,1035,82069.79999999997,186816.2000000001,126058.99999999987,277807.60000000015,3983.000000000003

1000,1036,72136.99999999996,205859.3,106044.50000000003,288111.20000000007,5000.2999999999965

1000,1037,78056.29999999997,204966.59999999995,106963.5,285147.5000000005,2001.2000000000007

1000,1038,77017.39999999997,199408.69999999984,115053.9,284229.5,5017.1

1000,1039,79930.1,190448.7999999999,119593.40000000004,288196.0,2000.2000000000012

1000,1040,81059.3,207148.49999999977,108026.79999999989,279934.6000000003,3989.9999999999977

1000,1041,87028.40000000004,193292.20000000007,121437.5,277436.00000000023,1405.5000000000011

1000,1042,81007.99999999997,200928.89999999982,110146.0,296093.69999999995,1000.4000000000018

1000,1043,77025.80000000005,204043.79999999976,114036.99999999997,291043.2000000006,2000.4000000000003

1000,1044,86999.50000000001,189908.59999999992,120249.30000000005,278560.4000000001,1989.599999999999

1000,1045,87148.90000000001,200872.49999999983,111392.80000000002,283136.6,0.0

