pat_len,txt_len,naive,RK,BM,KMP,python

256,257,16993.099999999995,31032.800000000007,27030.49999999999,53953.90000000001,2000.4999999999995

256,258,15996.800000000001,39001.59999999995,25016.4,56023.89999999994,2006.4999999999982

256,259,13988.199999999999,40118.299999999996,20862.799999999967,57059.99999999998,0.0

256,260,13035.300000000001,39016.29999999996,21977.29999999999,56009.79999999999,1995.499999999999

256,261,17075.200000000015,40982.49999999995,19006.999999999975,57965.7,1000.1999999999995

256,262,10067.400000000001,38034.20000000004,21917.99999999997,63004.899999999936,989.299999999998

256,263,12000.40000000002,40976.59999999999,16031.799999999997,64006.09999999993,1000.2000000000006

256,264,13038.399999999992,41041.99999999999,21006.300000000003,56920.79999999997,4017.100000000003

256,265,9007.600000000008,46042.3,27979.7,53990.50000000005,3011.600000000001

256,266,11996.300000000001,40055.49999999996,22963.800000000017,60010.2,1000.2999999999984

256,267,13014.000000000007,37050.29999999998,20995.999999999978,65980.30000000002,995.1999999999979

256,268,12932.900000000016,36970.20000000005,26998.10000000002,58128.799999999996,1000.2999999999995

256,269,16098.300000000016,38987.200000000026,27008.1,55948.300000000025,0.0

256,270,13001.500000000007,41000.299999999996,24031.400000000023,58997.69999999995,1989.400000000002

256,271,16378.899999999992,40015.80000000002,21595.499999999996,59041.0999999999,1000.1000000000001

256,272,20016.00000000001,41908.90000000004,17050.499999999978,59040.299999999996,0.0

256,273,11012.700000000003,46225.79999999999,23972.700000000015,56836.800000000054,0.0

256,274,20992.300000000014,46034.200000000004,19001.69999999998,53999.09999999997,999.8000000000004

256,275,23020.999999999993,35120.80000000001,20999.899999999983,62376.29999999999,2022.4000000000003

256,276,25841.800000000017,53018.10000000007,10034.70000000001,48132.4,2000.1000000000006

256,277,18030.499999999985,43083.40000000006,20013.900000000016,59887.99999999999,1000.5000000000003

256,278,22158.699999999997,46941.99999999993,21952.39999999999,47978.3,1000.5000000000006

256,279,8976.699999999997,38267.0000000001,20758.699999999983,72018.49999999987,3011.4000000000024

256,280,34016.19999999999,57005.40000000011,15018.90000000001,31991.099999999966,4000.899999999999

256,281,19817.699999999993,45941.799999999996,27231.40000000001,52066.09999999993,0.0

256,282,19004.800000000025,42071.00000000008,17004.800000000003,64951.7,0.0

256,283,14023.399999999987,52093.5,29058.200000000004,47857.10000000004,2000.499999999999

256,284,11995.300000000003,45054.69999999997,27959.49999999997,59044.40000000006,0.0

256,285,15808.000000000005,49970.200000000004,17010.399999999976,56243.3,3000.1999999999994

256,286,11004.89999999999,22599.60000000002,29056.200000000023,79675.39999999992,0.0

256,287,17027.199999999983,48044.499999999985,24996.499999999993,56969.69999999994,0.0

256,288,18987.299999999985,41980.69999999999,26032.999999999985,57020.700000000004,1000.2000000000004

256,289,18007.9,39075.300000000025,30980.20000000004,57198.40000000003,0.0

256,290,17004.200000000004,40016.40000000003,24021.000000000004,66996.59999999999,0.0

256,291,20289.89999999998,42940.60000000007,23095.299999999952,60720.400000000016,4001.0000000000023

256,292,13014.80000000001,48028.0,27879.19999999999,61105.59999999995,2011.4000000000053

256,293,15965.000000000015,43012.59999999997,18842.100000000013,68194.90000000007,1000.4000000000018

256,294,19596.700000000004,34252.200000000055,28966.09999999997,67229.30000000005,985.1999999999991

