pat_len,txt_len,naive,RK,BM,KMP,python
10,11,0.0,3236.7599999999998,121.2100000000001,3687.2500000000173,1465.0299999999975
10,12,1669.670000000001,1599.2000000000041,87.23999999999972,5030.780000000006,0.0
10,13,1592.6399999999985,1749.7600000000016,1657.1799999999917,3285.5800000000254,0.0
10,14,1677.4100000000055,122.46999999999962,1812.7200000000025,5076.779999999993,0.0
10,15,186.73000000000093,4882.880000000005,65.4799999999999,1703.7299999999957,0.0
10,16,306.08999999999963,4808.509999999997,3248.880000000013,137.1900000000008,0.0
10,17,296.0699999999996,7980.760000000008,4733.769999999987,137.79999999999995,0.0
10,18,8032.019999999987,555.1400000000024,174.96000000000052,1502.530000000003,0.0
10,19,92.47999999999963,3337.3700000000013,1635.4200000000073,6460.2800000000225,11.060000000000022
10,20,206.98000000000025,5009.300000000005,1737.9000000000099,3240.579999999993,0.0
10,21,96.83999999999988,3612.1699999999905,4801.559999999998,4729.320000000011,0.0
10,22,1564.250000000009,3370.659999999997,72.67999999999996,3516.750000000023,1564.3100000000022
10,23,3233.7499999999914,1822.930000000009,3396.1099999999933,4953.240000000016,0.0
10,24,1609.2099999999896,3460.12999999999,3457.920000000006,4844.679999999991,1564.3499999999985
10,25,135.74000000000018,315.72000000000196,0.0,6634.819999999985,0.0
10,26,3330.580000000003,3333.54000000001,1822.0600000000095,6608.749999999997,0.0
10,27,3168.7300000000055,4889.859999999978,193.3499999999994,5000.829999999998,0.0
10,28,4920.41999999999,371.17999999999984,9445.609999999931,186.8,0.0
10,29,3260.0799999999895,6630.590000000001,3209.8899999999862,1808.300000000007,0.0
10,30,3391.400000000016,3447.790000000002,4823.940000000016,3326.9399999999964,0.0
10,31,3328.820000000009,9635.119999999959,5020.4200000000055,223.2599999999999,0.0
10,32,3205.6299999999956,3357.72999999999,3530.149999999988,1705.2000000000032,88.97999999999998
10,33,1858.9100000000058,4861.050000000003,3408.990000000007,6471.439999999998,0.0
10,34,6540.669999999993,1864.260000000001,4930.720000000007,3304.1800000000003,0.0
10,35,3587.3500000000045,1839.6300000000008,1688.7500000000036,7972.449999999981,0.0
10,36,8188.359999999986,6348.959999999993,1904.9800000000027,3322.120000000012,0.0
10,37,8258.52000000002,3325.9800000000087,219.18999999999963,4921.030000000013,1636.9500000000016
10,38,4925.040000000007,5049.1899999999905,4767.429999999997,1901.2600000000002,29.520000000000106
10,39,4975.979999999982,1734.500000000007,4938.309999999985,6466.279999999996,0.0
10,40,1780.079999999999,5015.999999999977,4967.619999999997,3484.8799999999833,1564.3700000000097
10,41,6566.219999999944,6495.600000000009,1767.31,5038.21999999998,0.0
10,42,5008.000000000003,3356.149999999996,3353.450000000003,6529.659999999978,0.0
10,43,4973.830000000012,3506.0299999999847,3369.27999999997,6283.030000000002,0.0
10,44,4951.299999999988,3471.060000000001,1842.5099999999984,6486.36000000003,1563.8499999999967
10,45,4945.7300000000205,5142.600000000014,4963.499999999997,3364.0499999999884,0.0
10,46,5060.030000000013,6705.39000000001,1825.9699999999984,4705.18000000001,48.889999999999944
10,47,5530.720000000017,1806.1999999999998,1665.6900000000005,3358.1699999999987,0.0
10,48,8127.1699999999855,8070.9499999999925,3176.2999999999984,530.6000000000004,0.0
10,49,310.0099999999991,6545.169999999964,5093.56,8064.100000000019,0.0
10,50,11520.649999999949,3260.1000000000026,2044.7599999999993,3164.459999999985,0.0
10,51,4960.210000000026,4925.560000000006,4990.559999999998,5027.320000000008,0.0
10,52,3799.920000000032,4885.489999999981,4795.030000000006,8109.819999999989,0.0
10,53,3473.0099999999916,5076.459999999992,3441.310000000019,6335.910000000029,27.59
10,54,3381.9799999999977,6943.660000000001,7932.439999999998,3466.6600000000067,0.0
10,55,9651.429999999984,6752.830000000017,3344.42000000001,1842.0699999999972,0.0
10,56,6478.859999999983,4898.230000000011,3613.4900000000075,6645.220000000033,0.0
10,57,6797.829999999982,3486.5400000000154,6403.939999999986,4804.509999999999,0.0
10,58,3742.3900000000017,5068.159999999978,125.63000000000012,11210.829999999956,69.92000000000004
10,59,3597.1700000000046,5224.729999999993,6356.000000000015,6436.35999999999,0.0
10,60,6309.729999999974,3448.6299999999874,4888.850000000003,7015.72999999999,0.0
10,61,8404.429999999982,3459.6700000000087,6566.180000000019,3276.300000000003,0.0
10,62,9862.769999999993,9864.819999999994,3387.8599999999933,271.8999999999973,0.0
10,63,8251.240000000029,6310.6600000000235,269.2299999999993,6837.740000000011,0.0
10,64,14668.45999999997,2023.6199999999976,6113.429999999999,320.239999999999,139.44000000000017
10,65,6487.2900000000145,6515.55999999999,4903.180000000008,4992.269999999991,1564.3699999999992
10,66,6950.010000000062,6596.5199999999895,3367.700000000013,6479.110000000012,0.0
10,67,8284.680000000037,8151.7599999999975,3347.369999999991,5158.600000000004,0.0
10,68,8473.840000000013,5029.2400000000125,1731.0700000000022,8154.410000000004,0.0
10,69,11367.089999999933,6641.389999999987,1847.8800000000003,3269.740000000004,0.0
10,70,13273.589999999918,6380.340000000002,208.74999999999923,5143.179999999995,0.0
10,71,12981.300000000014,5225.530000000023,3483.0299999999947,3375.5000000000105,0.0
10,72,12960.500000000035,1750.3099999999993,7931.020000000008,687.5799999999996,0.0
10,73,12981.929999999988,3395.3900000000085,1883.289999999995,8351.609999999948,0.0
10,74,5134.500000000027,5079.340000000009,3402.450000000006,8160.130000000037,80.88000000000014
10,75,6700.849999999997,4918.209999999985,11443.41000000005,3547.6300000000083,0.0
10,76,11399.509999999971,5446.810000000005,4730.5600000000095,3464.8200000000006,0.0
10,77,6777.330000000001,6462.819999999991,477.3700000000006,12888.160000000013,0.0
10,78,8448.51999999998,5012.24999999999,3517.100000000012,6504.62000000001,73.9199999999998
10,79,9816.48999999998,5187.719999999989,3320.500000000001,8388.420000000046,0.0
10,80,11497.88,8291.65,4893.769999999993,1881.1100000000006,0.0
10,81,4931.849999999997,8533.630000000048,3327.689999999996,11274.820000000029,74.43999999999994
10,82,8550.849999999959,13010.55999999997,4974.569999999999,1686.4600000000105,0.0
10,83,8949.769999999997,4713.769999999986,6561.900000000031,4811.969999999993,0.0
10,84,8274.36999999999,9802.199999999963,3365.5800000000004,3628.740000000011,0.0
10,85,14949.920000000006,3391.6899999999987,1758.9700000000014,5092.250000000024,0.0
10,86,10352.040000000008,12715.690000000004,1800.4600000000037,5039.450000000028,0.0
10,87,9995.790000000026,2422.480000000007,4812.339999999994,7904.85000000003,0.0
10,88,6792.229999999994,6705.830000000012,5096.269999999981,8183.549999999983,1564.2199999999978
10,89,8537.010000000048,9917.799999999997,1787.019999999992,6538.200000000015,0.0
10,90,13334.770000000031,8073.229999999985,1775.4899999999993,8281.640000000012,0.0
10,91,8365.199999999939,6763.8200000000015,1769.8799999999985,9704.590000000035,58.07000000000011
10,92,13477.820000000003,6656.649999999994,5078.930000000007,4813.870000000015,0.0
10,93,14480.699999999984,6994.389999999996,3307.7700000000013,4917.209999999979,1563.84000000001
10,94,8357.750000000004,9904.66,6626.920000000001,5017.729999999993,0.0
10,95,13300.179999999951,6786.830000000001,6429.99999999999,6657.580000000021,52.08000000000012
10,96,10024.91,8432.90999999998,3544.9999999999955,6421.8400000000165,0.0
10,97,13321.490000000033,6730.400000000021,1659.9000000000015,8292.720000000028,0.0
10,98,11539.36999999998,14705.70000000002,260.20999999999987,5128.860000000006,1563.959999999996
10,99,11598.750000000024,8551.480000000023,3173.449999999998,6642.539999999992,75.91999999999973
10,100,9897.89999999995,11577.950000000032,3508.230000000002,6771.550000000011,0.0
10,101,14663.029999999973,6924.489999999989,3386.5600000000063,5187.100000000017,1668.7999999999995
10,102,5392.750000000002,10077.520000000031,7923.240000000022,8303.910000000007,0.0
10,103,14609.060000000014,5448.280000000019,4996.740000000002,8169.980000000003,0.0
10,104,16322.8099999999,9921.390000000014,455.5799999999985,5060.890000000026,0.0
10,105,6637.509999999998,8823.91000000002,3460.560000000004,11153.580000000016,0.0
10,106,13198.300000000016,9916.640000000021,350.21999999999963,9821.629999999988,0.0
10,107,8961.119999999963,8195.109999999984,4700.099999999999,9901.560000000032,0.0
10,108,15237.119999999979,6664.180000000027,7896.820000000006,5244.600000000003,25.559999999999924
10,109,13173.44000000004,9944.71999999999,3387.459999999994,5242.7500000000155,54.66999999999989
10,110,16320.93999999994,8397.64999999998,237.78999999999823,5163.260000000001,0.0
10,111,11726.059999999985,11623.10000000006,3240.3300000000118,8288.629999999994,0.0
10,112,11952.439999999957,14226.869999999974,1819.1899999999978,5106.530000000012,78.22999999999962
10,113,10079.580000000009,19450.39999999991,3428.1399999999844,1948.6899999999941,0.0
10,114,15020.220000000018,5108.80000000001,6474.650000000003,5111.720000000004,0.0
10,115,11937.090000000044,16422.220000000016,2314.9999999999864,5762.839999999975,0.0
10,116,16952.359999999968,3780.3399999999906,3123.3700000000163,6461.100000000021,0.0
10,117,14856.460000000028,13167.860000000017,3329.870000000006,3502.249999999996,28.559999999999857
10,118,13319.620000000044,11625.95999999996,3418.3399999999992,6720.590000000012,0.0
10,119,10466.180000000022,12709.14000000002,266.1900000000005,7965.239999999996,74.78000000000004
10,120,16559.829999999998,8312.799999999954,207.92000000000147,11363.629999999956,0.0
10,121,16577.269999999895,6626.58000000001,395.16999999999956,10054.89999999995,0.0
10,122,8744.72000000004,11510.930000000004,4878.7300000000205,8177.8699999999935,99.7799999999997
10,123,16642.77999999998,11476.92000000001,3270.7900000000136,5160.300000000022,1631.7800000000045
10,124,16408.49000000004,11789.609999999991,3351.0099999999966,6666.939999999982,25.689999999999955
10,125,14906.459999999981,14688.300000000005,5137.790000000036,3434.4799999999746,0.0
10,126,18258.339999999967,10029.629999999961,1835.759999999999,8241.329999999982,0.0
10,127,18245.99999999997,10245.43000000004,6390.650000000006,1784.849999999992,1569.249999999991
10,128,16605.299999999977,11495.42999999997,350.8999999999998,9854.980000000034,0.0
10,129,17866.000000000095,7217.390000000083,1701.299999999996,5314.860000000017,0.0
10,130,7511.539999999992,8265.629999999981,4861.290000000014,11477.620000000055,1584.630000000001
10,131,13102.420000000011,5511.8599999999715,8279.579999999953,11146.419999999991,66.35000000000002
10,132,15367.949999999983,11525.050000000016,7979.629999999992,5000.839999999984,74.25000000000003
10,133,16738.660000000084,12881.999999999998,1618.329999999992,8691.17000000003,0.0
10,134,17730.51999999997,11964.369999999995,6467.1299999999965,2148.7699999999923,68.59
10,135,15086.510000000028,12999.059999999978,215.64000000000115,10057.81,0.0
10,136,16888.180000000033,11501.91999999998,245.06000000000074,9598.200000000024,0.0
10,137,13175.299999999983,16704.659999999953,3212.710000000001,5379.089999999991,3162.5699999999947
10,138,18347.819999999992,10040.69000000001,3613.979999999981,9656.58000000005,0.0
10,139,18251.759999999897,11730.909999999936,1784.0499999999981,5125.8600000000315,0.0
10,140,18461.959999999995,17866.199999999953,111.88000000000002,5220.26,37.280000000000165
10,141,13475.050000000003,19537.94000000007,3548.3100000000095,4949.610000000005,0.0
10,142,21504.649999999965,10182.309999999976,9439.840000000018,2109.3499999999967,0.0
10,143,13465.079999999996,11439.549999999945,6386.3300000000245,8554.83999999999,128.81999999999968
10,144,20179.229999999912,8518.58999999998,1740.9700000000046,11265.539999999986,0.0
10,145,10441.160000000016,20790.709999999937,3332.850000000009,8582.839999999966,0.0
10,146,12182.669999999991,11532.900000000034,6224.970000000024,6866.280000000006,0.0
10,147,13509.260000000026,19316.750000000004,5039.9200000000055,2367.370000000002,0.0
10,148,16399.919999999936,11658.850000000033,2024.3400000000047,8360.009999999984,1635.8199999999965
10,149,10068.059999999998,16414.609999999935,3440.270000000003,13217.060000000029,1563.8199999999902
10,150,27815.959999999966,1950.3499999999858,3567.2900000000045,9912.299999999997,0.0
10,151,16817.470000000085,12989.489999999983,6681.639999999983,6680.929999999994,132.79
10,152,24862.419999999907,11394.29999999994,129.18000000000023,6916.540000000006,9.789999999999978
10,153,15818.859999999957,14561.14,1690.9500000000035,8121.049999999973,1627.4300000000035
10,154,18158.60999999998,16414.560000000012,1982.4899999999966,8313.709999999997,62.779999999999895
10,155,22989.62999999996,13199.66999999995,1933.0000000000084,6926.640000000006,0.0
10,156,13506.219999999967,11781.730000000003,7963.370000000016,8255.800000000001,1583.3099999999938
10,157,16927.339999999982,10171.719999999961,4877.359999999987,11413.81999999996,0.0
10,158,19827.490000000078,15078.64000000004,3353.0999999999963,8250.909999999982,0.0
10,159,18116.48000000001,15512.459999999968,6375.100000000004,5059.969999999965,0.0
10,160,16601.549999999992,13644.449999999992,3454.1799999999903,8063.499999999996,0.0
10,161,15169.59999999994,11987.110000000022,6407.26999999996,11325.66000000001,0.0
10,162,23669.54000000007,6674.569999999998,4854.770000000017,8302.930000000022,0.0
10,163,23236.479999999923,6740.449999999974,5070.610000000019,5211.109999999987,1606.5300000000009
10,164,20333.68000000005,17831.97999999995,174.95999999999955,6677.280000000005,0.0
10,165,16566.240000000016,10056.719999999958,6525.729999999984,11970.289999999977,0.0
10,166,18693.249999999938,8390.11000000002,1879.0299999999888,13046.539999999979,0.0
10,167,20085.419999999936,17780.180000000004,4968.339999999987,5321.270000000014,0.0
10,168,10574.630000000001,19520.50999999997,3379.2799999999993,14903.99000000005,0.0
10,169,23142.20999999992,16274.069999999909,3423.1399999999967,3794.4499999999884,0.0
10,170,18364.400000000056,14518.909999999974,300.5100000000004,11755.460000000015,0.0
